"Id","Prediction"
208,4318214
209,3535711.1
210,4897245.8
211,4449739
212,4009800
213,3509320.1
214,5535459
215,2499934.7
216,4186964.6
217,5019660.8
218,4435646
219,3433681.7
220,5282007.7
221,4575054.4
222,4951160.9
223,4407773.7
224,4433716.4
225,4238798.8
226,4105104.9
227,5334914.9
228,3351150.6
229,4445136.3
230,4689012
231,6152763.3
232,4579694.6
233,3926553
234,3492934.2
235,4432436.9
236,4570361.6
237,3311474.7
238,4435030.1
239,4324809.9
240,4025219
241,3735365.3
242,3499641.6
243,4215301.2
244,4476101.4
245,5030386.7
246,4386419.6
247,4053837.7
248,4604285.8
249,4030874
250,3676686.5
251,4194158.7
252,5345418.7
253,4003130.5
254,4715530.2
255,4141886.7
256,4047958.2
257,3633679.5
258,3445825.6
259,4230888.4
260,3655938.1
261,4598961.7
262,4531388.4
263,3271260.1
264,2744812.7
265,4913000.7
266,4250681.6
267,5975647
268,4217086.7
269,3943225.2
270,3522755.3
271,3561838.9
272,4726363.6
273,4227310.8
274,3340036.7
275,5137749.6
276,5776839.9
277,4022912
278,4327330.2
279,4557066.6
280,4617042.7
281,4148201.3
282,3684207.5
283,3907725.3
284,4285534.7
285,3309870.8
286,4606600.7
287,4261693.6
288,4371315.3
289,3768504.6
290,3906764.4
291,4002370.2
292,3742299.3
293,4344133.8
294,3884580.7
295,5285528.9
296,5429081.2
297,4920511.4
298,4781530.7
299,4999131.8
300,4312104.8
301,4131505.3
302,5147776.1
303,5138371.4
304,4104675.8
305,4864059.4
306,3400847.3
307,4386468.4
308,2761514.5
309,3653353.5
310,4034834.1
311,3852456.4
312,3655985.9
313,4234919
314,3943597.8
315,3946671.4
316,3680689.3
317,4526469.4
318,5208120.1
319,4448654.1
320,4454981.9
321,3901519.8
322,3718568.7
323,4442422.8
324,3781161.3
325,4644643.6
326,5001885.2
327,3832559.5
328,3987310.2
329,5607226.2
330,4151693.6
331,5339954.3
332,4726402.9
333,5543019.7
334,5353411
335,4433626.3
336,3154131.3
337,4338021.2
338,3834738.2
339,3685783.5
340,4542893.9
341,3785690.7
342,4663723.7
343,4438719.3
344,4971326.6
345,3602492.1
346,3665209.5
347,4465946.7
348,3874108
349,4814307
350,3895848.2
351,4674505.2
352,5245095.1
353,3874451.2
354,3291943.5
355,4595828.7
356,4528847.5
357,3866935.2
358,4634399.6
359,4892046.1
360,4146423.9
361,4306260.9
362,3694990.4
363,4150347.5
364,5480082.1
365,4107830.5
366,3274860.8
367,3602535.7
368,3959727.4
369,4667910.8
370,3880138.8
371,4113079.5
372,5242806.4
373,5543231.4
374,4011932.3
375,3848726.6
376,3906988.3
377,4079515.2
378,5279282
379,3765030
380,4373290.1
381,3730531.2
382,3615150.5
383,4529479.4
384,4144798.6
385,5942988.4
386,4352400.6
387,4460080.9
388,3859360.7
389,4535492.6
390,4526105.4
391,4114714.9
392,3682442.7
393,4367399.1
394,4873671.2
395,3379069.4
396,5076028.8
397,4594286.5
398,5319319.1
399,4602013.1
400,3409706.6
401,3590610.3
402,3941750.1
403,4875064.4
404,3314242.9
405,3711364.7
406,4483744
407,4373658.9
408,2566766.6
409,3065038.2
410,4008977.2
411,3933005.4
412,4589514.1
413,5347054.9
414,4858977.8
415,4470627.6
416,5409811.1
417,3220949.1
418,3891692.7
419,3886373.3
420,4100476.9
421,4375319.4
422,5272147.7
423,3520099.5
424,3617531.9
425,3980586
426,4038119.4
427,3758275.2
428,4554847.7
429,3787231.4
430,3476351.1
431,3960252.1
432,3025198.6
433,4894261.2
434,3482534.4
435,3972343
436,4033834.9
437,2583471
438,3847502.1
439,4639036.5
440,3926878.4
441,3763778.2
442,4926966
443,5226775.4
444,4382917.5
445,4855397.8
446,6060192
447,3452081.9
448,4596451.8
449,5771423
450,4874990.6
451,3494553.7
452,3725226.3
453,4596375
454,4948066.1
455,3876435.5
456,3841476.6
457,4174039.6
458,4313841.7
459,2518303.3
460,4647070.1
461,4134814.3
462,5161015.3
463,3502658.6
464,4411802.5
465,3764579.5
466,4635115
467,3748830.6
468,3685736.4
469,4343527.2
470,4289010.7
471,4535083.4
472,3609431.8
473,4217614.7
474,5181629.8
475,3918841.8
476,3847831
477,4178751.8
478,4539717.1
479,4445697.9
480,4568656
481,6304269.2
482,3697398.3
483,4437422.9
484,5005431.3
485,3862213.2
486,3624467.4
487,4128081.5
488,4298022.8
489,3601190
490,4418002.7
491,2845549
492,4033977.6
493,4502106
494,4210461
495,4372729.7
496,4080600
497,4298735.9
498,3625020.7
499,3997618.8
500,4045817.8
501,3066104.9
502,3817378.6
503,5193211.5
504,4119538.1
505,3487694.8
506,4251394.2
507,4136293.3
508,3738788.5
509,4243430.9
510,4049190.3
511,4660321.8
512,2626580.5
513,5396108
514,3389189
515,2880711
516,3138209.2
517,4641290.9
518,4228195.1
519,3859943.4
520,4152900.5
521,5700432.5
522,5283095.9
523,4553079.1
524,4271152.9
525,4774907.9
526,3697683.5
527,4778540.4
528,5242764.5
529,4058718.3
530,3370024
531,4364300.6
532,4832572
533,3553147.7
534,4038601.5
535,4501575.4
536,3867849.2
537,4365897.3
538,3486594.8
539,5052747.3
540,4683648.9
541,3951764.2
542,3856926.6
543,4123094
544,3870277.7
545,3838527.7
546,3179263.7
547,4442999.4
548,3921020.2
549,4335660
550,3758808.5
551,3984814.6
552,4068211.6
553,5383300.8
554,4379977.9
555,4468279.3
556,2651273.3
557,4678986.3
558,3997615.6
559,3723228.4
560,4069577
561,5449576.8
562,3540779.5
563,4250179.4
564,3746024.8
565,4256291.4
566,2917782.6
567,4636562.8
568,3773653.9
569,4108291.4
570,4449729.9
571,4891569.1
572,4239563.5
573,4035222.9
574,4214539.5
575,2844054.4
576,6809582.2
577,4013493.9
578,3931011.8
579,4076339.3
580,4274989.5
581,4255535
582,4861497.4
583,4283289.2
584,4263569.2
585,4886886.2
586,3596315.7
587,3856994.7
588,4499165
589,4275756.3
590,4044248.2
591,3523759.3
592,4303258.8
593,3748169.5
594,3623162
595,3438887.3
596,4468115
597,3908989.7
598,4086323.3
599,5175313.8
600,5048598.1
601,4468550.5
602,5488334.8
603,3450002.4
604,3550476.8
605,3796406
606,3586048.4
607,3397133.7
608,3621108.7
609,4496740.6
610,5302120
611,3129015.5
612,4842158.1
613,4310173
614,4860735.7
615,3972265
616,4866036.7
617,4003520.6
618,5399139.3
619,4196583.7
620,4019790.5
621,5718306.4
622,4254040.7
623,3814148.6
624,3987466
625,4677667.4
626,4347372.9
627,4357075.1
628,3295510.8
629,4517651.1
630,5983472.1
631,4820235.2
632,5037217.9
633,5025202.6
634,3215694.5
635,4231741.2
636,4722677
637,3639017.7
638,4200669.1
639,4834941.1
640,4126393
641,4217477.9
642,3691126.4
643,3921924.1
644,4050668.5
645,2912700
646,4295863.1
647,3474604.3
648,4303732
649,4137819
650,2860399.6
651,3727322.4
652,5013946.9
653,4577510.6
654,3840126
655,4985382
656,3479242
657,4404946.2
658,5055076.6
659,3787097
660,5689150.4
661,5682194.8
662,4880192.6
663,4693412.4
664,3729329.3
665,3704676.4
666,4990988.1
667,3591113.2
668,3922345.3
669,3933662.1
670,5914752.2
671,4727713.1
672,4204166.4
673,4161962.2
674,4634933.8
675,3919561.6
676,4285182.5
677,3902156.2
678,4158448.2
679,4641525.9
680,2985446.5
681,4597187.9
682,3642750
683,4129405.7
684,4050239.2
685,3980140.7
686,3948478.9
687,2635310.6
688,4695901.4
689,3780679.8
690,4056130.5
691,3817545.8
692,4189742.6
693,3727325.7
694,3618522.9
695,3665859.3
696,4336741.3
697,4529688.1
698,4083590.3
699,3629924.2
700,5099787.9
701,3690097.9
702,4403803.1
703,4879660.1
704,4675319.6
705,5094814.8
706,4637821.7
707,4348318.4
708,4099974.6
709,3451140.6
710,4217165.9
711,5468499.1
712,4294685.4
713,3586796.7
714,4225785.4
715,3823837.8
716,3183236.8
717,3490571.7
718,4618819.7
719,4716575.9
720,4878472
721,5776195.7
722,3967990.8
723,3465048.2
724,4861313.4
725,4335236.7
726,3647400.8
727,3795101.9
728,4069290.5
729,3967847.8
730,3450372.4
731,4210065.4
732,3546566.1
733,6173933.7
734,4504950.7
735,3686824
736,4014051.9
737,4362127.8
738,3871971
739,3523702.8
740,4216001.1
741,4385223.6
742,4396579
743,4065298.9
744,5424623.7
745,4870504.7
746,3512999.7
747,4861592.6
748,4492867.1
749,4681196.4
750,5994877.5
751,3791521.2
752,3916452.2
753,3046520
754,2813235.3
755,3512659.2
756,3536568.2
757,4660639.9
758,4036020.5
759,4759825.2
760,4167897.5
761,3681374.8
762,3802050.8
763,3836531.2
764,4400035.9
765,4640563.9
766,4380830.3
767,3893437.4
768,3924942.2
769,3959410.8
770,3609794.4
771,3876000.4
772,4396363.2
773,3432987.5
774,3666525
775,3946524.8
776,3377079.5
777,3822491.6
778,4090007.2
779,3632071.2
780,3759935.2
781,3822307.6
782,4913429.1
783,4051418.1
784,4519873
785,4224698.5
786,5155548.3
787,3921350.9
788,4960344.7
789,4558069.9
790,3353933.8
791,4797855.6
792,3471135.9
793,3301517.3
794,3219707.2
795,4159883.6
796,3822619.3
797,3930391.6
798,3791215.4
799,4472827.2
800,4813065.9
801,4783598.2
802,3990493.8
803,4088221.8
804,4446100.3
805,3874704.9
806,5269675.6
807,4951672.5
808,4238608.1
809,3411670
810,4608864
811,4519374.1
812,4213495.9
813,4258275.6
814,3115956.1
815,4171439.4
816,4037920.3
817,3809316.1
818,3686436.9
819,3676870.4
820,4131987
821,4097561.3
822,3460731.5
823,4410222.4
824,4201238.8
825,4498105.9
826,4652800.8
827,2972561.2
828,5089373.5
829,3603832.7
830,4659379.5
831,5643168.9
832,4904403
833,5150296.1
834,4653335.6
835,4018707.5
836,2717996.7
837,4784756.3
838,3988037.4
839,2832677.6
840,3477624
841,3643769.1
842,4335297.7
843,3985005.4
844,4155455.9
845,4319121.5
846,4687210.1
847,4351993.9
848,2825215.8
849,4148754.1
850,4102862.4
851,4030452.9
852,5670764.9
853,4089911.9
854,4398449.4
855,3816236.7
856,4894995.1
857,4101217.1
858,3938653.2
859,4479649.9
860,3601737
861,4391536.6
862,3928256.7
863,4639509.9
864,5092535.5
865,5191112.1
866,3587311
867,3375439.6
868,3923227.5
869,4612742.9
870,3613285
871,4348879.2
872,3421371
873,4610185.6
874,4316829
875,4079110.8
876,3917379.6
877,5161621
878,2862927.8
879,4446983.6
880,3056798.9
881,3473042.1
882,4936358.1
883,4389995.6
884,4627455.9
885,4886177.3
886,3874892.2
887,4480129.5
888,3854999.2
889,4001328.6
890,4244238.7
891,4321508
892,4982904.3
893,3991066.7
894,4776033.2
895,4457082.5
896,4012177.5
897,4129812.8
898,3965733.4
899,5044519.2
900,3253160.2
901,5441126.2
902,4398274.9
903,3925107.2
904,3766018.9
905,3986476.8
906,4278009.9
907,4330451.9
908,4715644.4
909,3535326.7
910,4159686.2
911,4756300.2
912,3888914.2
913,4164519.8
914,3702548.9
915,3944461.9
916,2561454.6
917,5186776.8
918,4426281
919,3863979.6
920,3851997.7
921,3716568.9
922,4410710.9
923,4109115
924,4435185.9
925,5274584.3
926,4760096.8
927,4276245.4
928,4940143.9
929,4417337.7
930,4519952.6
931,3853794.9
932,4280514.5
933,5310168
934,3802010
935,3765702.4
936,3895390.1
937,4261452.6
938,4324575.7
939,5332003.9
940,4534276.1
941,4145962.8
942,3831017.3
943,4714048.2
944,4622517.4
945,3024482.2
946,5027565
947,3921440.8
948,4216081.5
949,3152441.2
950,5314196.8
951,3115495.4
952,3695734.7
953,3932989.3
954,4837350.8
955,4298769.4
956,4765239.1
957,5476074
958,4475792.1
959,3782465.1
960,4545788.7
961,4837437.3
962,4559746.6
963,4610028.1
964,5942179.5
965,3753523.7
966,4512528.6
967,4880826.5
968,3936490.9
969,3494297.6
970,2864190.8
971,2985937
972,3661099.5
973,3261030.2
974,3622280.2
975,3355773.2
976,3450878.6
977,4246302.6
978,4240881.2
979,5844295.3
980,4796817.2
981,2866432.3
982,3971743.5
983,5366260.8
984,5558579.5
985,4552917.1
986,3972229.2
987,4417282.9
988,5567848.3
989,3596499.6
990,5167480.8
991,2853016.5
992,4432657.1
993,4975288.3
994,5031727.2
995,3217428.1
996,4160206.1
997,5020573.5
998,3965612.6
999,5166781
1000,4127768
1001,4056017.4
1002,3907619.4
1003,4725096.5
1004,4289243.1
1005,4745095.2
1006,6128280.5
1007,4336118.4
1008,3624749.4
1009,3860085.5
1010,3707457.6
1011,5489500.7
1012,3693831.5
1013,4113130
1014,4626898.7
1015,4192039.3
1016,4354533.6
1017,4118208.5
1018,4067023.9
1019,4236670.3
1020,4228675.1
1021,3949658.1
1022,4436566.3
1023,4271370.9
1024,4469805.7
1025,3933657.7
1026,4065350.4
1027,4005584.6
1028,4193934.5
1029,3516185.9
1030,4588259.1
1031,3569372.7
1032,3061590.4
1033,5186127.6
1034,4750700
1035,3527941.4
1036,4155137.9
1037,4459664.6
1038,4387353.8
1039,4301121.7
1040,3801083
1041,3951598.2
1042,3283234.1
1043,3879865.1
1044,4732644.5
1045,5154622.7
1046,4391940.2
1047,4303090.1
1048,3986750.8
1049,4018981.9
1050,4399105
1051,3626029.8
1052,3151110.1
1053,3484433.6
1054,5433264.9
1055,2645511.9
1056,6237021.7
1057,4851443.3
1058,3541782
1059,4524963.3
1060,4696195.6
1061,4455685.8
1062,4755915.6
1063,4540527.9
1064,4570838.4
1065,4552935
1066,5230871.4
1067,4202661.9
1068,4160892.2
1069,4205241
1070,3974181.2
1071,3763474.3
1072,4476816.1
1073,4907128.1
1074,5095142.1
1075,4134638.8
1076,3902276.9
1077,3648591.4
1078,2852526.8
1079,4546670.1
1080,4072825.9
1081,4497793.3
1082,3666990.7
1083,3965381.7
1084,3294971.6
1085,2764524.6
1086,4908124.8
1087,4063861.3
1088,4881151
1089,3405138.1
1090,4737952.1
1091,4115035.7
1092,3594362.8
1093,4364775.1
1094,4974028.1
1095,4041678.2
1096,3537284.8
1097,3835688.3
1098,4292306.6
1099,4003183.6
1100,4734573.6
1101,5189915.8
1102,3599991.8
1103,4276345.6
1104,4275118.1
1105,4326311
1106,3922837.7
1107,4992229.6
1108,4899344.6
1109,4460711.9
1110,4102037.1
1111,4221903.9
1112,3863561.6
1113,4134118.4
1114,3548540.7
1115,3726355.2
1116,4374499.4
1117,4709944.9
1118,4678562.2
1119,3719475.2
1120,4227474.9
1121,3293246.2
1122,4646251.4
1123,4336304.9
1124,3969120.6
1125,4601568.4
1126,4171819.8
1127,3736832.3
1128,4387397.4
1129,4411153.8
1130,4130667.6
1131,4416882.3
1132,3646255.4
1133,3743127.6
1134,4513539
1135,2671213.5
1136,4390066.4
1137,3943408
1138,4645343.9
1139,4040175.8
1140,5155554.1
1141,4547590.2
1142,4672999.1
1143,3471498.6
1144,3997987.8
1145,3864740.7
1146,3983196.8
1147,5377077.5
1148,4038107.4
1149,5529558.7
1150,4578017.9
1151,3147355.5
1152,4526960.4
1153,3680113.1
1154,3485561.1
1155,3004049.9
1156,3834095.1
1157,4615372.8
1158,4606357.3
1159,4056599.5
1160,3904891.7
1161,4462679.8
1162,4064775.3
1163,3849352.9
1164,4204983.3
1165,4403862.7
1166,4252477.1
1167,4762010.8
1168,4205855.6
1169,5370054.4
1170,3740218
1171,3814455.6
1172,2424025.3
1173,4979644.7
1174,2813235.3
1175,4208341.9
1176,4265512.2
1177,4238791.8
1178,4203468.3
1179,4682120.6
1180,4569962.4
1181,4053893.2
1182,4742352
1183,3627950.3
1184,3882386.7
1185,3373934.1
1186,4428628.3
1187,4041737.7
1188,4296136.4
1189,5005683.6
1190,4722930.3
1191,4424367.4
1192,4371928.9
1193,2945625
1194,4951159
1195,4090251.5
1196,3132421.6
1197,4243571
1198,4149604.4
1199,3905911
1200,7268484.6
1201,4235125.2
1202,4130496.6
1203,3453671.6
1204,3921776.2
1205,3810075.4
1206,4609511.7
1207,4198532.7
1208,3954445.4
1209,4145740.5
1210,4184807.8
1211,5078064.1
1212,4222852.6
1213,4304238
1214,4030898.5
1215,4093618.4
1216,4101972.5
1217,3895905.7
1218,3970974.8
1219,4646356.9
1220,4214080.7
1221,5063662.7
1222,4710786.7
1223,4197248.6
1224,4651113.5
1225,4676002.3
1226,4553993.2
1227,5375097.8
1228,4428229.1
1229,4755285.7
1230,4271404
1231,4436833.8
1232,3196979.4
1233,4833165
1234,4717088
1235,2989437.2
1236,4091588.8
1237,3391300.5
1238,4057562.3
1239,4741538.5
1240,3843423.8
1241,3737836.3
1242,5349833.5
1243,3439461.2
1244,4055200.9
1245,4593174
1246,3447233.5
1247,4286897.6
1248,3571947.2
1249,3703052.3
1250,4690750.2
1251,3365737.5
1252,4266936
1253,4790655
1254,4043347.7
1255,3232539.5
1256,3991109.3
1257,4031008.3
1258,4683628.7
1259,3660341.6
1260,4322892.9
1261,4604772.9
1262,4522298.3
1263,3285038.1
1264,4282311.4
1265,3508757.2
1266,3364943.2
1267,4930376.8
1268,3543178.3
1269,4099747.9
1270,2903809.7
1271,5276493.2
1272,4692854.4
1273,2835239.3
1274,3371737.5
1275,5023205.6
1276,3455360.2
1277,4174811.4
1278,3953417.7
1279,3173138.2
1280,4271440.7
1281,3819662.9
1282,4233047.1
1283,3233171.5
1284,4741812.3
1285,4696182.8
1286,3300938.7
1287,4058916
1288,4306185.2
1289,3433704.8
1290,3932761.1
1291,3751923.1
1292,6161995.3
1293,4559179.4
1294,4164366.9
1295,3738117.4
1296,5412073.7
1297,4655201.6
1298,4057745.7
1299,3728517.8
1300,4254615.9
1301,3245980.6
1302,4450892.8
1303,4226422.4
1304,4560643.9
1305,3674676.8
1306,4394462.8
1307,3827246.5
1308,5425838.7
1309,3492177.1
1310,4687004.4
1311,4119767.9
1312,3512985.4
1313,5028882.6
1314,4646465.2
1315,4572490.2
1316,4014624.7
1317,4494936.9
1318,5155768.1
1319,4654239.4
1320,4847988.5
1321,3786161.8
1322,4346373.8
1323,3451302.9
1324,5422034.2
1325,4096007.6
1326,4203155.7
1327,4500548.8
1328,4228261.2
1329,3909032.5
1330,4787498.4
1331,3320198.6
1332,4465503.6
1333,3902934.2
1334,3706282.8
1335,3626219.3
1336,2859573.5
1337,4062483.1
1338,3250495.6
1339,3679755.6
1340,3783522.4
1341,4860912.1
1342,3930253.8
1343,2744369.1
1344,6712027.8
1345,3228785.9
1346,3637014.8
1347,3798897.8
1348,4237172.8
1349,4263967.2
1350,4137196.1
1351,5593480.6
1352,4169508.6
1353,4432135.8
1354,4279174.6
1355,3827434.3
1356,4580420.7
1357,4459367.9
1358,4795875.3
1359,2823997.3
1360,3865649.6
1361,4718009.6
1362,3446869.8
1363,4114309.1
1364,4031666.3
1365,4222733.6
1366,4199711.8
1367,4085063.9
1368,4801234.7
1369,5168738.6
1370,3961308.2
1371,4726297.5
1372,6823696.9
1373,4769071.1
1374,3369412
1375,4090388.4
1376,4432999.8
1377,3441332.8
1378,4522490.2
1379,4333222
1380,5651620.8
1381,5398107.6
1382,4094499.4
1383,5567977.8
1384,4237104.9
1385,4342293.1
1386,3792045.5
1387,4058557.5
1388,4829914.7
1389,3703402.3
1390,4551354.4
1391,4303514.5
1392,4250347.8
1393,4825652
1394,4773531
1395,4082888.5
1396,3710236.6
1397,4207156
1398,4590634.7
1399,3687022.9
1400,4461797.1
1401,4860907.1
1402,4710868.7
1403,4450937.6
1404,4141736.5
1405,3940544.7
1406,3877631.2
1407,5064531.8
1408,4264074.3
1409,5069104.9
1410,4031399.9
1411,5139738.9
1412,4032872.4
1413,5489406.1
1414,3551404.1
1415,4324758.2
1416,5022221.7
1417,3609381.8
1418,3900829.4
1419,5486244.8
1420,4666962.5
1421,3862378.5
1422,3938406
1423,4668757.5
1424,4989225.3
1425,4317385.7
1426,3659415.1
1427,3641425.1
1428,4627543
1429,3416591.8
1430,4672460.5
1431,3958430.1
1432,5075655.1
1433,4431665.4
1434,2921799.4
1435,5971757.8
1436,4096992.4
1437,4760863.5
1438,3835382.4
1439,4437277.8
1440,4927835.9
1441,4622387
1442,3387019.5
1443,4118851.8
1444,4620576.8
1445,3850902.5
1446,4432799
1447,3579092.2
1448,4204760
1449,4982030.5
1450,4381044.9
1451,4775234.1
1452,4377314.5
1453,3983269
1454,5225461.9
1455,4162001.4
1456,4508003.1
1457,4801377.5
1458,5309375.4
1459,3894423.3
1460,3607294.2
1461,4367061.1
1462,4126460.9
1463,3294674.3
1464,3892610.8
1465,4306668.9
1466,4078880.9
1467,5624172.7
1468,4042406
1469,4878181.3
1470,4232471.1
1471,4300692.2
1472,5033723
1473,2759972.7
1474,5147988.6
1475,3847366.9
1476,4783323.5
1477,4694433.9
1478,4242559.8
1479,4561599.5
1480,4403131.5
1481,3801576.9
1482,4148151.5
1483,4629401.5
1484,5315514.6
1485,4580177.6
1486,4427678.5
1487,5312055.9
1488,3920150.4
1489,4686831.6
1490,3333175.9
1491,4368819.1
1492,3903714.5
1493,4090309.7
1494,5243126.1
1495,4766879.4
1496,5004971.4
1497,3910824.3
1498,3425014.4
1499,4147934.9
1500,4546942.8
1501,4173219.7
1502,5176046.7
1503,4217263.1
1504,4849059.8
1505,4606496.7
1506,3756029.6
1507,4353177
1508,3498964.6
1509,5204348.1
1510,3914307.4
1511,4228074.6
1512,5689171.8
1513,3945918.2
1514,4882393
1515,5697334.5
1516,5112226.3
1517,4763723.9
1518,4879663.1
1519,5683840.4
1520,4693837.4
1521,4366319
1522,4954232.7
1523,4448792.5
1524,4472833.8
1525,3885305.5
1526,4263377
1527,4088551.3
1528,3717525.8
1529,4579720.8
1530,3775543.5
1531,3956464.2
1532,3903978.4
1533,3785841.4
1534,4727442.4
1535,6005446.3
1536,5230997.8
1537,3916541.2
1538,4113186.5
1539,3942599.5
1540,4474867.1
1541,3426301.2
1542,5216093.9
1543,5094792.6
1544,6324499.9
1545,3286535
1546,3559388
1547,2674501.7
1548,5207134.8
1549,4104734.7
1550,4404077
1551,5307279.8
1552,3388326.2
1553,4319166.1
1554,3699702.5
1555,4513565.3
1556,4033653
1557,4323019.7
1558,3925219.1
1559,4018193.4
1560,4828995.7
1561,5483928.7
1562,2785873.8
1563,4060971.2
1564,3989756.2
1565,5161328
1566,3558450.4
1567,3606102.6
1568,2910875.3
1569,4524474.4
1570,3469771.4
1571,4951491.6
1572,4976301.6
1573,3942628
1574,3911925.3
1575,5023088.5
1576,4208804.6
1577,3893977.1
1578,3912274.1
1579,4631894.1
1580,3042124
1581,3575808.3
1582,4104419.8
1583,4674028.1
1584,4439307.9
1585,4195012.7
1586,3738096.8
1587,5043322.8
1588,4171513
1589,4187897.7
1590,4085772.5
1591,4098136.6
1592,5187459.1
1593,4426278.1
1594,4779944.7
1595,4602944.2
1596,3813492.1
1597,4158850.2
1598,4122310.4
1599,4092270
1600,4380386.7
1601,3748291.3
1602,4424547
1603,4254619.1
1604,4821281.8
1605,4160813.7
1606,4025165.2
1607,4068554.1
1608,4390823.6
1609,4560530.2
1610,4621088.9
1611,3797650
1612,3095994.3
1613,3704737
1614,4459148
1615,3854293.6
1616,4900924.7
1617,4381457.2
1618,4875426.9
1619,4781058.6
1620,4269101.4
1621,4493324.1
1622,3838489.8
1623,4733194.9
1624,4919746.2
1625,4561579.1
1626,5018307.2
1627,4740135.1
1628,4963283.8
1629,4589299.6
1630,3434257
1631,4658641
1632,4776994.2
1633,5403535.3
1634,4664745.6
1635,4783255.4
1636,4660448
1637,4248202.7
1638,2913715
1639,4633925.3
1640,3569588.6
1641,3801123.8
1642,4555468.5
1643,4199188.3
1644,3791212.5
1645,4322633.7
1646,4250461.4
1647,5002109
1648,3083864.1
1649,3792586.9
1650,4396156
1651,4588204.4
1652,3178836.7
1653,4070847.2
1654,3806718.2
1655,3742869.3
1656,4095967.9
1657,3787367.1
1658,4226141.2
1659,4611723.5
1660,4212523.5
1661,3701606.5
1662,3801551
1663,3863172.8
1664,3765128.2
1665,4290949.7
1666,3325417.4
1667,4166360.7
1668,4196144.7
1669,4671422.6
1670,3531665.4
1671,4315128.5
1672,3964350.6
1673,5023205.6
1674,4480257.2
1675,4965423.8
1676,4447574
1677,4060411.6
1678,4842272.1
1679,4363650.7
1680,4432731
1681,4330830.2
1682,3724217.5
1683,4931167.5
1684,3491915.5
1685,5128719.8
1686,3665839.1
1687,4847469.3
1688,3372551.9
1689,3487931.6
1690,4581363.3
1691,4199307.8
1692,4664754.5
1693,4379247.1
1694,4170520.9
1695,4317666.1
1696,3933268.8
1697,4719836.4
1698,3435235.2
1699,3964847.9
1700,4794327.5
1701,3991974.4
